fecha,hora_deteccion,id_turno,id_tipo_trafico,numero,id_status,id_rumbo,latitud,longitud,referencia_deteccion,estado_deteccion,id_pais_deteccion,fecha_pcr,hora_pcr,latitud_pcr,longitud_pcr,referencia_pcr,estado_pcr,id_pais_pcr,id_resultado,observaciones,id_responsable_turno,elemento_capturo
28/02/2024,00:12:19,2,1,3,2,2,20.34554,-88.924821,24 km al este de South Matthewmouth,Belmopan,1,28/02/2024,08:09:45,20.263368,-89.022411,55 km al oeste de Larsonton,Belmopan,1,2,Aseguramiento de aeronave y carga,2,1
12/05/2024,16:42:07,2,1,3,2,1,17.15612,-86.938175,22 km al sur de East Cindy,CDMX,7,12/05/2024,21:57:14,17.182822,-87.003762,38 km al norte de East Richard,CDMX,7,1,Aseguramiento de aeronave,2,1
07/06/2024,11:06:12,2,3,3,1,2,21.690428,-88.285876,13 km al este de Gordonbury,Baja California,5,07/06/2024,02:04:51,21.683479,-88.32843,49 km al este de Port Michelleport,Baja California,5,1,No se tuvo contacto con la aeronave,1,3
27/03/2024,20:52:22,1,3,1,1,1,28.246653,-90.294955,43 km al norte de Maryfurt,Sonora,2,27/03/2024,18:21:32,28.242312,-90.287506,20 km al norte de Zacharyside,Sonora,2,1,Aseguramiento de aeronave y carga,2,1
04/05/2024,16:27:58,3,4,2,2,1,24.830665,-98.034624,39 km al oeste de West Josephland,Monterrey,8,04/05/2024,16:13:54,24.735831,-98.101546,42 km al oeste de Foxville,Monterrey,8,1,Aseguramiento de aeronave y detención de dos personas,1,4
09/03/2024,06:30:53,3,2,3,1,2,17.778296,-89.18824,28 km al este de Rossbury,Sonora,4,09/03/2024,15:03:06,17.742879,-89.285265,51 km al norte de East Richardburgh,Sonora,4,1,No se tuvo contacto con la aeronave,1,2
19/08/2023,05:56:31,1,3,3,1,2,21.385969,-95.024659,10 km al este de Dixontown,Guadalajara,6,19/08/2023,01:11:04,21.477468,-95.047416,54 km al norte de East Patrick,Guadalajara,6,2,Identificación de aeronave sin contacto,2,1
22/03/2024,06:31:47,2,2,1,2,1,30.575102,-114.702076,33 km al norte de East Anthonybury,El Salvador,5,22/03/2024,03:12:57,30.497167,-114.742777,10 km al oeste de East Judith,El Salvador,5,2,Aseguramiento de aeronave y detención de dos personas,2,1
20/07/2023,19:31:45,3,3,4,1,2,29.228351,-108.68347,56 km al norte de Douglasside,Monterrico,4,20/07/2023,14:33:46,29.312524,-108.627708,66 km al este de Lake Walterfort,Monterrico,4,2,Aseguramiento de aeronave,1,4
13/06/2024,17:04:13,1,2,2,1,2,27.110243,-113.585384,33 km al este de Lake Mitchell,Sinaloa,6,13/06/2024,22:54:14,27.115843,-113.6767,25 km al sur de Lake Crystal,Sinaloa,6,1,Aseguramiento de aeronave y carga,2,4
31/05/2024,21:22:27,1,1,1,2,1,21.869042,-90.293,76 km al oeste de New Jessicaville,CDMX,10,31/05/2024,21:19:56,21.919012,-90.281385,85 km al este de New Andrew,CDMX,10,2,Aseguramiento de aeronave,1,4
04/09/2023,18:43:15,1,3,3,2,1,18.632447,-86.551407,17 km al oeste de Jessicachester,Punta Espada,4,04/09/2023,03:43:16,18.702074,-86.636593,74 km al norte de Port Allison,Punta Espada,4,2,No se tuvo contacto con la aeronave,2,3
17/01/2024,13:11:57,2,1,3,1,2,17.594429,-112.672977,16 km al oeste de North Robertville,Hermosillo,1,17/01/2024,21:32:08,17.687633,-112.582027,63 km al norte de East Amanda,Hermosillo,1,1,Aseguramiento de aeronave,1,3
13/03/2024,14:19:09,1,3,4,2,2,22.532164,-114.128126,68 km al sur de Sosahaven,Zacatecas,7,13/03/2024,22:58:36,22.509039,-114.185499,62 km al este de Fieldsbury,Zacatecas,7,2,No se tuvo contacto con la aeronave,2,1
17/01/2024,02:23:01,3,3,2,2,1,17.598404,-98.311682,81 km al oeste de Port Joshuaside,Guadalajara,3,17/01/2024,16:13:39,17.635616,-98.384428,18 km al sur de Elizabethborough,Guadalajara,3,1,Identificación de aeronave sin contacto,2,4
03/03/2024,19:18:23,1,4,1,2,2,19.224226,-88.057572,29 km al oeste de Port Jaredside,Sinaloa,7,03/03/2024,11:52:06,19.184406,-88.099057,53 km al oeste de Waltonmouth,Sinaloa,7,1,Aseguramiento de aeronave,2,4
19/11/2023,08:42:51,3,4,1,2,1,22.047858,-103.308487,32 km al sur de Lake Sonia,Cambutal,3,19/11/2023,06:49:33,22.016664,-103.240939,28 km al este de Kevinland,Cambutal,3,2,Aseguramiento de aeronave y carga,2,4
22/10/2023,05:05:11,2,2,3,1,2,26.261463,-87.164338,60 km al este de New Christianshire,Durango,8,22/10/2023,05:37:09,26.254433,-87.066811,98 km al norte de Alvaradoborough,Durango,8,2,Aseguramiento de aeronave,1,4
07/05/2024,14:32:01,1,4,1,2,2,26.825045,-99.294118,77 km al oeste de Robertfurt,Guadalajara,1,07/05/2024,05:49:58,26.831279,-99.255457,50 km al sur de Michellemouth,Guadalajara,1,2,Identificación de aeronave sin contacto,1,2
07/08/2023,17:37:02,3,2,3,2,2,19.238826,-100.26806,38 km al norte de Beverlymouth,Belmopan,3,07/08/2023,04:14:30,19.27596,-100.17945,15 km al sur de East Brianburgh,Belmopan,3,2,Aseguramiento de aeronave,2,3
24/12/2023,11:37:45,1,2,4,2,1,17.077889,-91.530348,58 km al norte de Williamschester,Querétaro,1,24/12/2023,02:06:22,17.063778,-91.506325,61 km al oeste de Hopkinstown,Querétaro,1,2,Identificación de aeronave sin contacto,2,1
08/05/2024,19:07:36,1,1,1,1,2,23.62056,-103.763975,54 km al norte de Lake Maryville,Tepic,3,08/05/2024,18:42:16,23.573701,-103.787011,12 km al sur de Robertburgh,Tepic,3,1,Aseguramiento de aeronave,2,2
13/12/2023,23:32:10,1,3,4,1,2,30.787049,-94.254701,27 km al sur de Anthonyfort,Veracruz,7,13/12/2023,07:52:33,30.834112,-94.279261,64 km al oeste de Davidtown,Veracruz,7,2,Aseguramiento de aeronave y carga,1,1
19/02/2024,14:46:09,2,1,2,1,2,26.329833,-110.794932,87 km al norte de Mcmahonport,Sinaloa,9,19/02/2024,21:10:18,26.256613,-110.762217,16 km al norte de Moodyland,Sinaloa,9,1,Aseguramiento de aeronave y carga,1,1
19/09/2023,13:51:52,1,4,2,2,2,25.131361,-116.017463,26 km al oeste de Port James,Veracruz,4,19/09/2023,10:27:11,25.039217,-115.925036,25 km al sur de Smithport,Veracruz,4,1,No se tuvo contacto con la aeronave,1,2
22/04/2024,00:00:08,3,4,4,1,1,20.765559,-112.224428,70 km al sur de South Nathan,Villahermosa,3,22/04/2024,00:12:54,20.851079,-112.156138,38 km al oeste de Halltown,Villahermosa,3,2,No se tuvo contacto con la aeronave,1,1
09/09/2023,12:00:07,3,4,3,2,2,25.205061,-94.296637,24 km al oeste de South Tina,Sinaloa,1,09/09/2023,05:39:41,25.175486,-94.350725,89 km al este de Deckertown,Sinaloa,1,1,Identificación de aeronave sin contacto,2,1
18/07/2023,00:08:10,2,2,4,1,1,19.377325,-101.531905,57 km al norte de South Diana,Cambutal,10,18/07/2023,10:54:42,19.438503,-101.606812,33 km al sur de North Andrewtown,Cambutal,10,2,Aseguramiento de aeronave,2,3
30/01/2024,12:25:40,2,4,4,1,2,24.243699,-112.423008,86 km al sur de Andrewstad,Punta Espada,8,30/01/2024,19:10:46,24.197191,-112.401801,27 km al norte de South Charleneberg,Punta Espada,8,2,Identificación de aeronave sin contacto,1,1
12/11/2023,14:24:11,3,2,2,2,1,30.801392,-100.678516,14 km al norte de Conniemouth,Monterrey,1,12/11/2023,03:25:35,30.885552,-100.673123,15 km al sur de Gordonchester,Monterrey,1,2,Aseguramiento de aeronave y carga,1,4
13/05/2024,04:50:59,2,4,3,2,1,24.627989,-111.147467,61 km al norte de East Maryside,Tepic,5,13/05/2024,02:34:16,24.722853,-111.088659,21 km al este de Krystalland,Tepic,5,1,Identificación de aeronave sin contacto,2,2
03/09/2023,19:16:23,2,1,4,2,2,25.381964,-92.741327,30 km al este de Lake Kevin,Baja California,2,03/09/2023,17:37:12,25.453998,-92.819245,41 km al sur de South Brendaville,Baja California,2,1,Aseguramiento de aeronave y detención de dos personas,2,1
30/01/2024,07:04:47,3,4,3,1,2,27.569918,-98.370313,39 km al este de East Anna,Baja California,5,30/01/2024,01:38:15,27.607847,-98.400827,26 km al este de Gutierrezberg,Baja California,5,1,Aseguramiento de aeronave y detención de dos personas,1,3
07/05/2024,06:18:09,1,4,2,1,1,17.357105,-102.371145,94 km al oeste de Williamsview,Monterrico,3,07/05/2024,04:49:14,17.266609,-102.277939,63 km al sur de North Sherrymouth,Monterrico,3,2,Aseguramiento de aeronave,1,4
11/02/2024,14:46:00,3,2,4,2,1,24.390009,-99.51985,69 km al norte de Ricardomouth,Baja California,2,11/02/2024,02:39:12,24.291995,-99.537408,62 km al sur de Johnsborough,Baja California,2,2,Aseguramiento de aeronave y carga,2,1
19/09/2023,23:35:56,2,1,2,1,1,18.053683,-103.177253,39 km al sur de Sanchezfurt,Querétaro,7,19/09/2023,00:20:32,18.099478,-103.165724,97 km al oeste de Edwardtown,Querétaro,7,1,No se tuvo contacto con la aeronave,2,2
12/11/2023,11:01:19,3,4,4,1,2,23.431368,-116.883056,15 km al norte de East Deborah,El Salvador,5,12/11/2023,23:30:58,23.42776,-116.927313,81 km al oeste de West Susan,El Salvador,5,2,Aseguramiento de aeronave,1,2
18/06/2024,00:13:13,1,4,3,2,1,18.333104,-92.786061,97 km al oeste de North Bettytown,Durango,3,18/06/2024,22:57:22,18.417905,-92.872063,13 km al oeste de New Nicole,Durango,3,1,Aseguramiento de aeronave y carga,1,4
30/11/2023,15:55:17,1,4,1,2,2,25.592552,-91.972871,69 km al este de Allisonside,Aguascalientes,4,30/11/2023,06:52:35,25.63954,-91.909893,67 km al sur de South Kathryn,Aguascalientes,4,2,Aseguramiento de aeronave y detención de dos personas,1,1
27/01/2024,02:22:54,2,3,3,2,1,19.377362,-93.141288,46 km al este de Danborough,Cambutal,1,27/01/2024,06:41:36,19.369505,-93.173684,71 km al sur de West Javier,Cambutal,1,1,No se tuvo contacto con la aeronave,1,3
03/12/2023,11:39:14,1,1,2,2,2,21.689628,-98.65818,90 km al sur de Bradleyfurt,Monterrico,8,03/12/2023,08:04:24,21.692391,-98.66717,62 km al oeste de East Adamberg,Monterrico,8,2,No se tuvo contacto con la aeronave,2,2
29/03/2024,23:07:57,2,1,1,1,1,17.02123,-99.133778,99 km al oeste de Jordanchester,El Salvador,8,29/03/2024,16:17:14,17.041041,-99.124973,38 km al oeste de Wilsonside,El Salvador,8,2,Aseguramiento de aeronave,2,4
12/03/2024,12:57:14,2,3,1,1,2,29.779308,-93.385096,23 km al sur de Williamchester,Guadalajara,6,12/03/2024,23:15:45,29.769289,-93.428082,18 km al norte de Judyton,Guadalajara,6,1,Aseguramiento de aeronave y carga,2,2
14/02/2024,19:33:47,3,3,3,1,1,25.095853,-97.582042,69 km al este de Stanleyborough,Villahermosa,3,14/02/2024,08:45:27,25.190992,-97.59722,29 km al este de Hugheston,Villahermosa,3,2,No se tuvo contacto con la aeronave,1,4
14/12/2023,15:02:34,2,3,2,1,2,18.462375,-106.00583,19 km al norte de Benjaminport,Aguascalientes,1,14/12/2023,07:49:06,18.549366,-106.043372,94 km al este de Lake James,Aguascalientes,1,2,Aseguramiento de aeronave,1,4
18/11/2023,05:55:26,2,2,2,1,1,17.998058,-108.002769,64 km al oeste de South Thomaschester,CDMX,9,18/11/2023,04:05:26,17.970017,-108.0198,69 km al sur de Danielshire,CDMX,9,1,Aseguramiento de aeronave y detención de dos personas,1,1
15/07/2023,21:25:57,2,1,3,2,1,23.025945,-96.407659,47 km al sur de East Donaldshire,Tamaulipas,7,15/07/2023,18:23:17,23.008261,-96.330864,46 km al oeste de Bradleybury,Tamaulipas,7,2,Aseguramiento de aeronave y carga,2,4
04/03/2024,14:45:56,3,2,2,1,1,22.46765,-107.609422,40 km al sur de New Scott,Belmopan,7,04/03/2024,09:38:53,22.477208,-107.66986,25 km al norte de Sanchezberg,Belmopan,7,1,Aseguramiento de aeronave y carga,1,3
28/04/2024,15:43:27,1,4,2,2,1,28.718269,-99.744851,27 km al oeste de Michaelville,Querétaro,6,28/04/2024,16:52:21,28.775066,-99.656028,77 km al oeste de Port Summerburgh,Querétaro,6,1,Aseguramiento de aeronave y carga,2,1
10/02/2024,15:52:40,2,2,1,1,1,28.416941,-105.88476,68 km al sur de Villanuevahaven,CDMX,9,10/02/2024,17:50:24,28.380973,-105.976149,23 km al norte de Kyleburgh,CDMX,9,2,Identificación de aeronave sin contacto,1,3
03/11/2023,15:27:46,1,1,3,2,1,17.780015,-86.322448,35 km al norte de Port Jeanne,Villahermosa,7,03/11/2023,23:33:08,17.698059,-86.420428,28 km al oeste de East Gregory,Villahermosa,7,1,No se tuvo contacto con la aeronave,1,2
02/12/2023,02:37:32,1,2,3,2,2,24.933249,-102.793018,22 km al oeste de Lake Bobby,Veracruz,5,02/12/2023,14:24:23,24.88879,-102.796644,51 km al este de West Amanda,Veracruz,5,2,Aseguramiento de aeronave y carga,1,4
20/07/2023,22:02:50,3,2,4,2,1,28.765305,-96.036776,62 km al sur de South Michael,Sonora,6,20/07/2023,21:15:06,28.666156,-95.953256,85 km al norte de Edwardstad,Sonora,6,1,Aseguramiento de aeronave,2,1
11/12/2023,06:48:53,3,2,1,2,1,22.968518,-99.683065,14 km al oeste de North James,Tepic,2,11/12/2023,11:50:39,22.908416,-99.58805,48 km al sur de Lake Craigfurt,Tepic,2,2,Aseguramiento de aeronave y carga,2,2
26/12/2023,15:57:43,2,4,2,1,1,23.638059,-113.437273,53 km al este de Lisaborough,CDMX,6,26/12/2023,23:03:52,23.706464,-113.519366,54 km al este de Haleymouth,CDMX,6,1,Identificación de aeronave sin contacto,1,3
24/05/2024,16:40:16,1,3,1,2,1,26.133795,-104.277888,13 km al oeste de North Davidbury,Cambutal,10,24/05/2024,01:00:32,26.091954,-104.257072,87 km al norte de Joeltown,Cambutal,10,2,Aseguramiento de aeronave,2,1
20/10/2023,12:33:24,1,4,1,2,1,18.668576,-97.122642,28 km al oeste de Kimberlyview,Baja California,8,20/10/2023,04:49:57,18.591638,-97.095026,99 km al oeste de Lake Angelahaven,Baja California,8,1,No se tuvo contacto con la aeronave,1,1
15/07/2023,22:58:56,3,3,4,1,2,27.428392,-114.511608,72 km al oeste de Amberton,CDMX,6,15/07/2023,20:58:33,27.368667,-114.554084,85 km al sur de Lopezland,CDMX,6,1,Aseguramiento de aeronave y carga,2,2
25/08/2023,11:55:15,3,4,1,1,1,18.281787,-112.31706,68 km al sur de South William,Culiacán,1,25/08/2023,23:53:39,18.216285,-112.25022,55 km al sur de Sarahmouth,Culiacán,1,2,Aseguramiento de aeronave y carga,1,1
06/05/2024,17:04:02,2,3,3,1,1,28.436132,-106.181773,34 km al este de East Chad,Tamaulipas,2,06/05/2024,22:52:57,28.470407,-106.112077,37 km al oeste de Brendaberg,Tamaulipas,2,1,Aseguramiento de aeronave y carga,2,3
03/12/2023,05:29:24,3,1,2,1,2,25.440214,-115.920031,13 km al norte de East Ericaburgh,Culiacán,10,03/12/2023,04:32:07,25.343069,-115.886413,40 km al oeste de West Raymondbury,Culiacán,10,2,Identificación de aeronave sin contacto,1,3
15/01/2024,16:43:11,3,1,4,2,1,19.103318,-94.109387,47 km al oeste de Vegaland,Aguascalientes,5,15/01/2024,14:01:47,19.012085,-94.099214,96 km al oeste de South Kelli,Aguascalientes,5,2,Aseguramiento de aeronave y carga,2,3
26/10/2023,15:37:42,1,2,4,2,1,24.578444,-96.683177,64 km al norte de Hernandezland,San Jose,2,26/10/2023,17:15:38,24.666247,-96.742892,68 km al sur de Christinabury,San Jose,2,1,Aseguramiento de aeronave y carga,1,1
10/04/2024,06:47:29,2,4,4,2,2,20.684168,-105.836352,21 km al sur de Port Keithland,Sonora,4,10/04/2024,00:14:17,20.77777,-105.821754,95 km al este de Evelynside,Sonora,4,2,Aseguramiento de aeronave y detención de dos personas,2,2
17/12/2023,18:56:23,1,2,3,2,1,26.843436,-86.655283,11 km al oeste de Smithside,Querétaro,9,17/12/2023,01:54:28,26.753212,-86.623507,13 km al norte de New Barbaraside,Querétaro,9,1,Aseguramiento de aeronave y detención de dos personas,2,3
15/09/2023,06:27:55,2,3,4,2,2,19.517052,-102.418997,31 km al este de Jessicaville,Baja California,3,15/09/2023,13:54:21,19.609616,-102.368767,18 km al este de New Jared,Baja California,3,1,Aseguramiento de aeronave y carga,1,3
18/04/2024,15:10:45,2,4,4,1,2,20.879863,-116.426556,26 km al este de North Michelle,Aguascalientes,9,18/04/2024,03:48:48,20.977114,-116.494741,99 km al norte de East Kim,Aguascalientes,9,2,Aseguramiento de aeronave y detención de dos personas,2,4
22/08/2023,13:09:50,1,3,2,1,2,28.500211,-101.107422,51 km al norte de Dennisville,Tamaulipas,7,22/08/2023,02:38:23,28.484918,-101.104289,13 km al oeste de Chaneyberg,Tamaulipas,7,1,Aseguramiento de aeronave,2,2
16/06/2024,23:33:33,3,2,2,1,1,22.242017,-102.852662,13 km al norte de Sheaborough,Baja California,4,16/06/2024,07:26:22,22.202632,-102.92916,59 km al oeste de Thomasfort,Baja California,4,1,Aseguramiento de aeronave y carga,1,2
25/09/2023,05:04:17,1,4,2,2,2,17.031653,-88.605404,68 km al sur de South Jessicaland,El Salvador,5,25/09/2023,10:00:08,17.015273,-88.640574,45 km al este de Richardstad,El Salvador,5,1,Aseguramiento de aeronave y detención de dos personas,1,4
04/07/2023,16:28:11,3,3,4,2,1,25.246831,-94.119534,32 km al norte de Morrisonton,Cambutal,6,04/07/2023,11:32:04,25.187347,-94.179007,54 km al norte de Shaneshire,Cambutal,6,2,Aseguramiento de aeronave y detención de dos personas,2,1
07/02/2024,13:48:22,2,1,3,1,2,30.156608,-92.453514,33 km al norte de Luisport,Monterrey,5,07/02/2024,18:37:43,30.060293,-92.518342,96 km al sur de South Taylor,Monterrey,5,2,Aseguramiento de aeronave,1,3
09/07/2023,16:45:16,3,4,1,1,1,24.778823,-112.054555,76 km al norte de North Jennifer,Monterrey,2,09/07/2023,12:07:14,24.844559,-112.102132,97 km al este de Port James,Monterrey,2,1,Aseguramiento de aeronave y detención de dos personas,2,3
16/09/2023,04:24:20,1,4,2,1,1,27.410065,-103.77372,25 km al este de New Jason,El Salvador,3,16/09/2023,20:42:32,27.331511,-103.846774,88 km al sur de Bushville,El Salvador,3,2,Aseguramiento de aeronave,2,2
22/08/2023,20:54:32,3,1,1,2,2,26.791787,-92.088965,94 km al norte de Clarkemouth,Veracruz,4,22/08/2023,20:09:10,26.774487,-92.088138,68 km al norte de Jacksonmouth,Veracruz,4,1,Aseguramiento de aeronave y carga,2,3
12/07/2023,17:33:04,1,4,2,2,2,29.036357,-107.716998,55 km al este de Stephensonland,Durango,10,12/07/2023,01:57:50,28.975788,-107.748555,37 km al oeste de Lake Sarahfort,Durango,10,2,Aseguramiento de aeronave y carga,1,4
22/07/2023,16:28:01,3,2,1,1,2,20.626085,-94.09639,17 km al sur de North Sharonport,El Salvador,8,22/07/2023,11:09:44,20.694024,-94.06205,18 km al oeste de North Markfort,El Salvador,8,2,No se tuvo contacto con la aeronave,1,3
04/03/2024,10:30:38,1,4,2,1,2,30.357632,-112.140048,17 km al sur de Jenkinston,Guadalajara,5,04/03/2024,14:49:11,30.325971,-112.042334,96 km al este de Jefferymouth,Guadalajara,5,2,Identificación de aeronave sin contacto,1,2
01/07/2023,22:04:16,1,4,3,2,2,24.256785,-86.000587,66 km al oeste de Floydshire,Tepic,9,01/07/2023,05:38:35,24.197689,-86.068387,83 km al este de West Johnmouth,Tepic,9,1,No se tuvo contacto con la aeronave,2,3
01/08/2023,01:19:43,3,4,2,1,2,24.106323,-99.430612,41 km al este de South Keithborough,Monterrico,2,01/08/2023,15:03:03,24.063925,-99.526146,30 km al norte de East Samuel,Monterrico,2,2,Aseguramiento de aeronave,1,1
23/06/2024,05:55:46,1,4,4,2,1,19.712721,-112.780375,23 km al oeste de North Leslieburgh,Guadalajara,8,23/06/2024,23:22:32,19.707655,-112.726749,90 km al sur de Port Matthew,Guadalajara,8,2,Aseguramiento de aeronave y detención de dos personas,1,3
19/07/2023,18:35:36,2,1,2,1,2,18.756813,-114.634604,55 km al oeste de Stewartside,CDMX,8,19/07/2023,10:21:19,18.724898,-114.616664,94 km al este de Thompsonton,CDMX,8,2,Identificación de aeronave sin contacto,1,2
20/07/2023,19:28:03,3,2,4,1,1,24.561754,-96.267249,72 km al sur de East Melissachester,Querétaro,5,20/07/2023,15:49:52,24.54909,-96.257481,99 km al este de Lake Benjaminmouth,Querétaro,5,1,No se tuvo contacto con la aeronave,2,2
22/02/2024,09:19:54,1,3,1,2,1,21.480901,-103.932281,80 km al oeste de Boyerbury,Villahermosa,6,22/02/2024,18:11:10,21.390475,-103.927019,65 km al norte de Michaelstad,Villahermosa,6,2,Identificación de aeronave sin contacto,2,1
24/10/2023,09:41:08,3,4,2,1,1,17.627954,-100.508046,62 km al este de Shirleyville,El Salvador,3,24/10/2023,19:39:12,17.581482,-100.50438,80 km al oeste de Larsenstad,El Salvador,3,2,Aseguramiento de aeronave,2,1
29/02/2024,14:56:17,1,4,4,2,1,17.213593,-88.013766,82 km al este de North Maria,Hermosillo,10,29/02/2024,15:52:23,17.188521,-87.926445,26 km al oeste de New Kevinfort,Hermosillo,10,2,Aseguramiento de aeronave y carga,2,1
